delay,concurrency level,response time
0,1,0.07186007499694824
0,1,0.04499411582946777
0,1,0.04837203025817871
0,1,0.048306941986083984
0,1,0.04539203643798828
0,1,0.04591512680053711
0,1,0.04200100898742676
0,1,0.043292999267578125
0,1,0.039459943771362305
0,1,0.0414431095123291
0,1,0.044072866439819336
0,1,0.04457497596740723
0,1,0.046399831771850586
0,1,0.04719400405883789
0,1,0.04949808120727539
0,1,0.05854487419128418
0,1,0.050405025482177734
0,1,0.04318690299987793
0,1,0.0471501350402832
0,1,0.049384117126464844
0,1,0.0547938346862793
0,1,0.043035030364990234
0,1,0.04457283020019531
0,1,0.04594302177429199
0,1,0.051759958267211914
0,1,0.049601078033447266
0,1,0.04473710060119629
0,1,0.04704403877258301
0,1,0.04604005813598633
0,1,0.052932024002075195
0,1,0.04737091064453125
0,1,0.04648590087890625
0,1,0.04290199279785156
0,1,0.04056501388549805
0,1,0.044386863708496094
0,1,0.05148792266845703
0,1,0.0712289810180664
0,1,0.056485891342163086
0,1,0.0447850227355957
0,1,0.050665855407714844
0,1,0.048037052154541016
0,1,0.04496502876281738
0,1,0.06082296371459961
0,1,0.048436880111694336
0,1,0.04597115516662598
0,1,0.044998884201049805
0,1,0.045639991760253906
0,1,0.033889055252075195
0,1,0.04700207710266113
0,1,0.046991825103759766
0,1,0.05046200752258301
0,1,0.0572209358215332
0,1,0.041944026947021484
0,1,0.04034614562988281
0,1,0.04309582710266113
0,1,0.04854989051818848
0,1,0.050134897232055664
0,1,0.04767107963562012
0,1,0.05958700180053711
0,1,0.0455479621887207
0,1,0.04198503494262695
0,1,0.0518951416015625
0,1,0.04780101776123047
0,1,0.042675018310546875
0,1,0.04573702812194824
0,1,0.044901132583618164
0,1,0.04684805870056152
0,1,0.04792594909667969
0,1,0.040632009506225586
0,1,0.04502391815185547
0,1,0.04580998420715332
0,1,0.050714969635009766
0,1,0.05076408386230469
0,1,0.044497013092041016
0,1,0.04326796531677246
0,1,0.04441404342651367
0,1,0.04846978187561035
0,1,0.05023694038391113
0,1,0.05097699165344238
0,1,0.04932904243469238
0,1,0.045458078384399414
0,1,0.04480409622192383
0,1,0.05116415023803711
0,1,0.04636812210083008
0,1,0.044464111328125
0,1,0.04514002799987793
0,1,0.045783042907714844
0,1,0.05205798149108887
0,1,0.05701589584350586
0,1,0.06933403015136719
0,1,0.044656991958618164
0,1,0.0457460880279541
0,1,0.04157900810241699
0,1,0.04430413246154785
0,1,0.045983076095581055
0,1,0.043234825134277344
0,1,0.04716777801513672
0,1,0.048726797103881836
0,1,0.050971031188964844
0,1,0.04770302772521973
0,1,0.05286598205566406
0,1,0.04740595817565918
0,1,0.04790687561035156
0,1,0.05185294151306152
0,1,0.048525094985961914
0,1,0.04454398155212402
0,1,0.04713702201843262
0,1,0.049616098403930664
0,1,0.051698923110961914
0,1,0.04517197608947754
0,1,0.042981863021850586
0,1,0.04644894599914551
0,1,0.04254508018493652
0,1,0.04986286163330078
0,1,0.04626297950744629
0,1,0.04488801956176758
0,1,0.04472804069519043
0,1,0.04603004455566406
0,1,0.04545092582702637
0,1,0.045770883560180664
0,1,0.046087026596069336
0,1,0.05972719192504883
0,1,0.046984195709228516
0,1,0.0512850284576416
0,1,0.047950029373168945
0,1,0.04611492156982422
0,1,0.04988503456115723
0,1,0.044635772705078125
0,1,0.05260491371154785
0,1,0.04991912841796875
0,1,0.047480106353759766
0,1,0.044413089752197266
0,1,0.04584002494812012
0,1,0.0449068546295166
0,1,0.0522618293762207
0,1,0.04395484924316406
0,1,0.06575918197631836
0,1,0.04343008995056152
0,1,0.04584503173828125
0,1,0.04355502128601074
0,1,0.04340100288391113
0,1,0.04602694511413574
0,1,0.04728198051452637
0,1,0.04435896873474121
0,1,0.04332089424133301
0,1,0.053038835525512695
0,1,0.04807090759277344
0,1,0.04451894760131836
0,1,0.04726004600524902
0,1,0.050987958908081055
0,1,0.049690961837768555
0,1,0.037261009216308594
0,1,0.04425406455993652
0,1,0.047564029693603516
0,1,0.04730820655822754
0,1,0.04883003234863281
0,1,0.049078941345214844
0,1,0.04075193405151367
0,1,0.044844865798950195
0,1,0.04781317710876465
0,1,0.049623966217041016
0,1,0.06644105911254883
0,1,0.04436206817626953
0,1,0.04582405090332031
0,1,0.04433894157409668
0,1,0.04520106315612793
0,1,0.04801201820373535
0,1,0.04335618019104004
0,1,0.042016029357910156
0,1,0.06068706512451172
0,1,0.04879188537597656
0,1,0.04729413986206055
0,1,0.044229984283447266
0,1,0.0470881462097168
0,1,0.04400992393493652
0,1,0.04750418663024902
0,1,0.05475807189941406
0,1,0.04457998275756836
0,1,0.04064202308654785
0,1,0.04708600044250488
0,1,0.0471038818359375
0,1,0.05366396903991699
0,1,0.05001997947692871
0,1,0.047647953033447266
0,1,0.06484007835388184
0,1,0.045600175857543945
0,1,0.04539299011230469
0,1,0.043830156326293945
0,1,0.04315590858459473
0,1,0.04570293426513672
0,1,0.04426097869873047
0,1,0.04766106605529785
0,1,0.04968690872192383
0,1,0.04888796806335449
0,1,0.03800511360168457
0,1,0.04183506965637207
0,1,0.04709291458129883
0,1,0.050309181213378906
0,1,0.04796314239501953
0,1,0.04333686828613281
0,1,0.04587292671203613
0,1,0.044365882873535156
0,1,0.04850196838378906
0,1,0.05048394203186035
0,1,0.046643972396850586
0,1,0.054203033447265625
0,1,0.0468900203704834
0,1,0.051213979721069336
0,1,0.04946398735046387
0,1,0.0444178581237793
0,1,0.047057151794433594
0,1,0.04581499099731445
0,1,0.05185985565185547
0,1,0.04977083206176758
